AÑO;SEMANA;BLOQUE;CAMA;CAMAS SEMBRADAS BLOQUE;NO. HALLAZGOS;NO. PLANTAS;EDAD;ETAPA FENOLÓGICA;% INCIDENCIA;CUADRO;LINEA;VARIEDAD
2022;6;27;25A;88;40;;7;DESBOTON;0,0%;4, 5;;BACANO
2022;8;27;24A;88;2;;9;FLOR;0,0%;2;;BACANO
2022;17;49;14A;84;8;;7;DESBOTON;0,0%;2;;BACANO
2022;17;49;13A;84;5;;7;DESBOTON;0,0%;3;;BACANO
2022;19;11;91B;180;1;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;19;4;48A;104;1;;;VEGETATIVO;0,0%;;;MAISY
2022;19;14;02B;212;2;;;VEGETATIVO;0,0%;;;DESNA DARK
2022;19;14;98B;212;2;;;VEGETATIVO;0,0%;;;MONTES
2022;19;11;92B;180;2;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;19;30;20B;96;1;;;VEGETATIVO;0,0%;;;ARTIC QUEEN
2022;19;30;26A;96;53;;;VEGETATIVO;0,0%;;;BACANO
2022;20;11;87A;180;1;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;20;30;26A;96;10;;;VEGETATIVO;0,0%;;;BACANO
2022;20;30;26A;96;43;;;VEGETATIVO;0,0%;;;BACANO
2022;20;30;19B;96;1;;;VEGETATIVO;0,0%;;;BACANO
2022;20;11;87A;180;1;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;21;11;88A;180;1;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;21;11;91B;180;1;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;22;23;14A;96;1;;;VEGETATIVO;0,0%;;;VERONICA
2022;23;30;27A;96;1;;;VEGETATIVO;0,0%;;;BACANO
2022;23;4;46A;104;1;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;23;38;42B;96;1;;;VEGETATIVO;0,0%;;;ALEMANI
2022;23;16;07A;136;1;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;23;16;07A;136;1;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;23;12;84B;192;1;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;23;16;07A;136;1;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;23;16;07A;136;1;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;23;12;83B;192;4;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;23;12;82B;192;1;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;23;12;83B;192;1;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;23;12;84B;192;2;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;24;38;42B;96;1;;;VEGETATIVO;0,0%;;;ALEMANI
2022;24;3;32B;112;1;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;24;38;44B;96;1;;;VEGETATIVO;0,0%;;;BACANO
2022;25;23;15B;96;1;;;VEGETATIVO;0,0%;;;BACANO
2022;25;23;01B;96;1;;;VEGETATIVO;0,0%;;;BACANO
2022;25;23;01B;96;1;;;VEGETATIVO;0,0%;;;CELEBRATE
2022;25;23;26B;96;1;;;VEGETATIVO;0,0%;;;BACANO
2022;25;23;02B;96;49;;;VEGETATIVO;0,0%;;;SHORTCAKE
2022;25;23;01B;96;9;;;VEGETATIVO;0,0%;;;BACANO
2022;25;23;02B;96;1;;;VEGETATIVO;0,0%;;;SHORTCAKE
2022;25;23;15B;96;1;;;VEGETATIVO;0,0%;;;BACANO
2022;25;28;63A;140;2;;;VEGETATIVO;0,0%;;;MAISY
2022;25;28;63A;140;1;;;VEGETATIVO;0,0%;;;MAISY
2022;25;23;14B;96;106;;;VEGETATIVO;0,0%;;;BACANO
2022;25;23;15B;96;36;;;VEGETATIVO;0,0%;;;BACANO
2022;25;23;14B;96;2;;;VEGETATIVO;0,0%;;;BACANO
2022;25;23;15B;96;3;;;VEGETATIVO;0,0%;;;BACANO
2022;25;23;01B;96;2;;;VEGETATIVO;0,0%;;;BACANO
2022;25;22;22A;128;4;;;VEGETATIVO;0,0%;;;BACANO
2022;25;14;03A;212;4;;;VEGETATIVO;0,0%;;;BACANO
2022;25;10;02B;172;1;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;25;23;15B;96;2;;;VEGETATIVO;0,0%;;;BACANO
2022;25;22;23A;128;2;;;VEGETATIVO;0,0%;;;BACANO
2022;25;38;43B;96;1;;;VEGETATIVO;0,0%;;;BACANO
2022;25;22;23A;128;4;;;VEGETATIVO;0,0%;;;BACANO
2022;26;23;15B;96;5;;;VEGETATIVO;0,0%;;;BACANO
2022;26;22;23A;128;2;;;VEGETATIVO;0,0%;;;BACANO
2022;26;23;02B;96;2;;;VEGETATIVO;0,0%;;;SHORTCAKE
2022;26;23;63A;96;1;;;VEGETATIVO;0,0%;;;MAISY
2022;26;23;01B;96;1;;;VEGETATIVO;0,0%;;;BACANO
2022;26;22;23A;128;2;;;VEGETATIVO;0,0%;;;BACANO
2022;26;19;05B;96;1;;;VEGETATIVO;0,0%;;;DESNA DARK
2022;26;6;22A;115;1;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;26;23;15B;96;11;;;VEGETATIVO;0,0%;;;BACANO
2022;26;23;01A;96;1;;;VEGETATIVO;0,0%;;;BACANO
2022;26;23;23B;96;1;;;VEGETATIVO;0,0%;;;ZUMBA
2022;26;50;20A;96;1;;;VEGETATIVO;0,0%;;;CELEBRATE
2022;26;50;41A;96;6;;;VEGETATIVO;0,0%;;;SHORTCAKE
2022;26;28;62A;140;1;;;VEGETATIVO;0,0%;;;BACANO
2022;26;32;13B;48;1;;;VEGETATIVO;0,0%;;;SOLEADO
2022;26;50;38A;96;1;;;VEGETATIVO;0,0%;;;SOLEADO
2022;27;23;01B;96;2;;;VEGETATIVO;0,0%;;;BACANO
2022;27;23;02B;96;3;;;VEGETATIVO;0,0%;;;SHORTCAKE
2022;27;50;41A;96;1;;;VEGETATIVO;0,0%;;;SHORTCAKE
2022;27;28;63A;140;1;;;VEGETATIVO;0,0%;;;MAISY
2022;27;23;20B;96;3;;;VEGETATIVO;0,0%;;;SHORTCAKE
2022;27;11;22A;180;1;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;27;28;03A;140;4;;;VEGETATIVO;0,0%;;;BACANO
2022;27;28;03A;140;125;;;VEGETATIVO;0,0%;;;BACANO
2022;27;28;04A;140;14;;;VEGETATIVO;0,0%;;;BACANO
2022;27;28;04A;140;14;;;VEGETATIVO;0,0%;;;BACANO
2022;27;28;04B;140;30;;;VEGETATIVO;0,0%;;;BACANO
2022;27;23;06A;96;1;;;VEGETATIVO;0,0%;;;ALMA
2022;27;23;18A;96;1;;;VEGETATIVO;0,0%;;;CELEBRATE
2022;27;23;20B;96;4;;;VEGETATIVO;0,0%;;;SHORTCAKE
2022;27;22;22A;128;1;;;VEGETATIVO;0,0%;;;CELEBRATE
2022;27;23;28B;96;1;;;VEGETATIVO;0,0%;;;BACANO
2022;27;31;35A;96;0;;;VEGETATIVO;0,0%;;;BACANO
2022;28;50;13B;96;1;;;VEGETATIVO;0,0%;;;MAISY
2022;28;22;22A;128;1;;;VEGETATIVO;0,0%;;;BACANO
2022;28;23;21B;96;1;;;VEGETATIVO;0,0%;;;MAISY
2022;28;23;21B;96;1;;;VEGETATIVO;0,0%;;;MAISY
2022;28;23;33A;96;1;;;VEGETATIVO;0,0%;;;CHAMPAGNE YELLOW
2022;28;23;45B;96;1;;;VEGETATIVO;0,0%;;;ALEMANI
2022;28;23;07B;96;1;;;VEGETATIVO;0,0%;;;MARK TWAIN
2022;28;23;21B;96;3;;;VEGETATIVO;0,0%;;;MAISY
2022;28;23;22B;96;2;;;VEGETATIVO;0,0%;;;MAISY
2022;28;23;02A;96;1;;;VEGETATIVO;0,0%;;;BACANO
2022;28;33;30A;96;1;;;VEGETATIVO;0,0%;;;BACANO
2022;28;23;33A;96;2;;;VEGETATIVO;0,0%;;;CHAMPAGNE YELLOW
2022;28;50;16B;96;15;;;VEGETATIVO;0,0%;;;ALEMANI
2022;28;50;16B;96;1;;;VEGETATIVO;0,0%;;;ALEMANI
2022;28;23;02B;96;1;;;VEGETATIVO;0,0%;;;BACANO
2022;28;50;75A;96;1;;;VEGETATIVO;0,0%;;;SHORTCAKE
2022;28;23;07B;96;1;;;VEGETATIVO;0,0%;;;MARK TWAIN
2022;28;23;08B;96;1;;;VEGETATIVO;0,0%;;;MARK TWAIN
2022;28;22;12B;128;40;;;VEGETATIVO;0,0%;2, 3, 7;;BACANO
2022;28;10;01B;172;3;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;28;10;06B;172;4;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;28;10;07B;172;2;;;VEGETATIVO;0,0%;;;TOPSPIN
2022;28;23;31A;96;1;;;VEGETATIVO;0,0%;;;RIBBON
2022;28;10;06B;172;1;;;VEGETATIVO;0,0%;4;;TOPSPIN
2022;29;50;16B;96;1;;12;FLOR;0,0%;1, 2;;ALEMANI
2022;29;16;14B;136;1;;3;VEGETATIVO;0,0%;5;;TOPSPIN
2022;29;16;15B;136;1;;3;VEGETATIVO;0,0%;5;;TOPSPIN
2022;29;42;11B;76;5;;9;FLOR;0,0%;5;;MONTES
2022;29;42;11B;76;3;;9;FLOR;0,0%;5;;MONTES
2022;29;50;13B;96;10;;12;FLOR;0,0%;4;;TOPSPIN
2022;29;23;07B;96;4;;12;FLOR;0,0%;7;;MARK TWAIN
2022;29;23;07B;96;5;;12;FLOR;0,0%;6;;MARK TWAIN
2022;29;23;08B;96;5;;12;FLOR;0,0%;6;;MARK TWAIN
2022;29;16;14B;136;2;;3;VEGETATIVO;0,0%;5;;TOPSPIN
2022;29;16;14B;136;2;;3;VEGETATIVO;0,0%;5;;TOPSPIN
2022;29;16;16B;136;3;;3;VEGETATIVO;0,0%;3;;ARTIC QUEEN
2022;29;10;76B;172;1;;6;VEGETATIVO;0,0%;2;;TOPSPIN
2022;29;10;77B;172;0;;6;VEGETATIVO;0,0%;3;;TOPSPIN
2022;29;44;34B;80;2;;10;FLOR;0,0%;1,5;;BACANO
2022;29;44;34B;80;60;;10;FLOR;0,0%;1, 5;;BACANO
2022;29;44;35B;80;2;;9;FLOR;0,0%;2;;BACANO
2022;29;50;41A;96;1;;12;FLOR;0,0%;;;SHORTCAKE
2022;29;49;13A;84;2;;;VEGETATIVO;0,0%;;;BACANO
2022;29;44;33B;80;2;;10;FLOR;0,0%;1, 2, 5, 6;;BACANO
2022;29;11;47B;180;1;;2;VEGETATIVO;0,0%;6;;TOPSPIN
2022;29;11;47B;180;1;;2;VEGETATIVO;0,0%;6;;TOPSPIN
2022;29;11;50B;180;1;;2;VEGETATIVO;0,0%;3;;TOPSPIN
2022;29;44;35B;80;20;;9;FLOR;0,0%;2, 5;;BACANO
2022;29;44;36B;80;8;;8;FLOR;0,0%;1, 5;;BACANO
2022;29;23;07B;96;2;;12;FLOR;0,0%;3, 4;;MARK TWAIN
2022;29;23;07B;96;2;;12;FLOR;0,0%;7;;MARK TWAIN
2022;29;44;33B;80;34;;9;FLOR;0,0%;;;BACANO
2022;29;50;13B;96;2;;12;FLOR;0,0%;4;;MAISY LIME
2022;29;50;16B;96;1;;12;FLOR;0,0%;1, 2;;ALEMANI
2022;29;44;35B;80;1;;8;FLOR;0,0%;2;;BACANO
2022;29;50;41A;96;1;;12;FLOR;0,0%;5;;SHORTCAKE
2022;29;23;06B;96;2;;12;FLOR;0,0%;;;MARK TWAIN
2022;29;49;09A;84;84;;5;VEGETATIVO;0,0%;3, 5, 6;;BACANO
2022;29;49;11A;84;18;;5;VEGETATIVO;0,0%;5, 6;;MAISY
2022;30;34;12A;76;1;;11;FLOR;0,0%;3;;BACANO
2022;30;44;34B;80;1;;10;FLOR;0,0%;7;;BACANO
2022;30;49;11A;84;3;;7;DESBOTON;0,0%;6;;MAISY
2022;30;49;10A;84;127;;5;VEGETATIVO;0,0%;3, 5, 6;;BACANO
2022;30;16;02A;136;1;;5;VEGETATIVO;0,0%;6;;CHISPA
2022;30;11;48B;180;1;;5;VEGETATIVO;0,0%;2;;TOPSPIN
2022;30;47;08B;126;1;;7;DESBOTON;0,0%;4;;SHORTCAKE
2022;30;16;14B;136;1;;3;VEGETATIVO;0,0%;3;;TOPSPIN
2022;30;42;03A;76;201;;8;FLOR;0,0%;5,6,7;;PAINTER
2022;30;12;11A;192;14;;3;VEGETATIVO;0,0%;5, 6;;TOPSPIN
2022;30;12;12A;192;6;;3;VEGETATIVO;0,0%;6;;TOPSPIN
2022;30;42;03A;76;188;;8;FLOR;0,0%;5,6,7;;PAINTER
2022;30;12;11A;192;2;;3;VEGETATIVO;0,0%;4;;TOPSPIN
2022;30;12;13A;192;7;;3;VEGETATIVO;0,0%;2, 3, 6;;TOPSPIN
2022;30;12;13A;192;1;;3;VEGETATIVO;0,0%;4;;TOPSPIN
2022;30;24;41B;96;54;;4;VEGETATIVO;0,0%;2;;BACANO
2022;30;24;41B;96;10;;2;VEGETATIVO;0,0%;2,3;;BACANO
2022;30;24;43A;96;1;;5;VEGETATIVO;0,0%;4;;BACANO
2022;30;42;43B;76;1;;7;DESBOTON;0,0%;4;;CHAMPAGNE YELLOW
2022;30;48;19A;171;1;;6;VEGETATIVO;0,0%;3;;MONTES
2022;30;48;20A;171;25;;6;VEGETATIVO;0,0%;3;;MONTES
2022;30;43;29B;64;1;;6;VEGETATIVO;0,0%;3;;ZONAR
2022;30;49;04A;84;2;;6;VEGETATIVO;0,0%;5, 7;;SHORTCAKE
2022;30;28;48B;140;162;;3;VEGETATIVO;0,0%;2, 3;;BACANO
2022;30;48;20A;171;2;;6;VEGETATIVO;0,0%;3;;MONTES
2022;30;12;38A;192;1;;3;VEGETATIVO;0,0%;2;;TOPSPIN
2022;31;16;08B;136;1;;6;VEGETATIVO;0,0%;3;;TOPSPIN
2022;31;16;17B;136;10;;4;VEGETATIVO;0,0%;2, 5, 7;;TOPSPIN
2022;31;21;42A;88;1;;4;VEGETATIVO;0,0%;9;;ALEMANI
2022;31;21;41A;88;2;;4;VEGETATIVO;0,0%;5;;ALEMANI
2022;31;34;11A;76;1;;12;FLOR;0,0%;2;;BACANO
2022;31;34;12A;76;1;;12;FLOR;0,0%;3;;BACANO
2022;31;44;35B;80;1;;;VEGETATIVO;0,0%;7;;BACANO
2022;31;21;43B;88;50;;5;VEGETATIVO;0,0%;4, 6, 7, 8, 9;;ALEMANI
2022;31;21;41B;88;60;;5;VEGETATIVO;0,0%;1, 4, 5, 6, 7, 8, 9;;ALEMANI
2022;31;21;42B;88;15;;4;VEGETATIVO;0,0%;4, 5, 6, 8, 9;;ALEMANI
2022;31;48;20A;171;1;;;VEGETATIVO;0,0%;4;;MONTES
2022;31;49;04A;84;2;;;VEGETATIVO;0,0%;5;;SHORTCAKE
2022;31;8;15A;152;1;;8;FLOR;0,0%;5;;TOPSPIN
2022;31;42;37A;76;2;;9;FLOR;0,0%;3;;BACANO
2022;31;42;36A;76;1;;9;FLOR;0,0%;2;;BACANO
2022;31;42;37A;76;12;;9;FLOR;0,0%;1, 3;;BACANO
2022;31;49;03A;84;3;;7;DESBOTON;0,0%;3, 5;;BACAno
2022;31;49;04A;84;6;;7;DESBOTON;0,0%;5, 7;;SHORTCAKE
2022;31;42;38A;76;2;;9;FLOR;0,0%;3;;BACANO
2022;31;42;38A;76;5;;9;FLOR;0,0%;3, 4;;BACANO
2022;31;12;10A;192;1;;3;VEGETATIVO;0,0%;6;;TOPSPIN
2022;31;12;11A;192;1;;4;VEGETATIVO;0,0%;5;;TOPSPIN
2022;31;9;34B;160;1;;7;DESBOTON;0,0%;4;;TOPSPIN
2022;31;16;26A;136;1;;3;VEGETATIVO;0,0%;9;;TOPSPIN
2022;31;24;38A;96;1;;3;VEGETATIVO;0,0%;1;;BACANO
2022;31;49;04A;84;6;;;VEGETATIVO;0,0%;3, 5, 6, 7;;SHORTCAKE
2022;31;49;11A;84;1;;;VEGETATIVO;0,0%;6;;MAISY
2022;31;21;43B;88;1;;4;VEGETATIVO;0,0%;5;;ALEMANI
2022;31;11;51B;180;1;;4;VEGETATIVO;0,0%;4;;TOPSPIN
2022;31;28;49B;140;2;;4;VEGETATIVO;0,0%;2;;MAISY
2022;31;44;34B;80;1;;;VEGETATIVO;0,0%;5;;BACANO
2022;31;49;04A;84;1;;;VEGETATIVO;0,0%;6;;SHORTCAKE
2022;31;12;07A;192;1;;4;VEGETATIVO;0,0%;5;;TOPSPIN
2022;32;12;08A;192;1;;4;VEGETATIVO;0,0%;6;;TOPSPIN
2022;32;42;01B;76;1;;11;FLOR;0,0%;3;;BACANO
2022;32;41;10B;80;1;;10;FLOR;0,0%;2;;BACANO
2022;32;49;11A;84;2;;8;FLOR;0,0%;2,7;;MAISY
2022;32;42;38A;76;1;;10;FLOR;0,0%;5;;BACANO
2022;32;21;43B;88;1;;5;VEGETATIVO;0,0%;3;;ALEMANI
2022;32;12;07A;192;1;;5;VEGETATIVO;0,0%;5;;TOPSPIN
2022;32;12;13A;192;1;;4;VEGETATIVO;0,0%;3;;TOPSPIN
2022;32;48;26B;171;1;;7;DESBOTON;0,0%;7;;BACANO
2022;32;48;26B;171;2;;;VEGETATIVO;0,0%;1;;BACANO
2022;32;11;51B;180;1;;;VEGETATIVO;0,0%;4;;TOPSPIN
2022;32;11;46B;180;1;;5;VEGETATIVO;0,0%;;;TOPSPIN
2022;32;12;08A;192;1;;5;VEGETATIVO;0,0%;4;;TOPSPIN
2022;32;42;36A;76;1;;;VEGETATIVO;0,0%;4;;BACANO
2022;32;42;37A;76;1;;;VEGETATIVO;0,0%;4;;BACANO
2022;32;11;49B;180;1;;;VEGETATIVO;0,0%;6;;TOPSPIN
2022;32;42;38A;76;1;;;VEGETATIVO;0,0%;6;;BACANO
2022;32;16;06B;136;1;;7;DESBOTON;0,0%;1;;TOPSPIN
2022;32;16;06B;136;18;;;VEGETATIVO;0,0%;3;;TOPSPIN
2022;32;11;46B;180;1;;5;VEGETATIVO;0,0%;4;;TOPSPIN
2022;32;18;18B;96;1;;2;VEGETATIVO;0,0%;7;;TOPSPIN
2022;32;42;36A;76;20;;11;FLOR;0,0%;3,4;;BACANO
2022;32;21;43B;88;1;;3;VEGETATIVO;0,0%;5;;ALEMANI
2022;32;47;55A;126;1;;9;FLOR;0,0%;3;;CELEBRATE
2022;32;48;20A;171;1;;9;FLOR;0,0%;3;;MONTES
2022;32;49;04A;84;1;;8;FLOR;0,0%;4;;SHORTCAKE
2022;32;49;03A;84;8;;8;FLOR;0,0%;2,4,6,7;;BACANO
2022;32;49;11A;84;0;;8;FLOR;0,0%;;;MAISY
2022;33;48;20A;171;2;;9;FLOR;0,0%;6,7;;MONTES
2022;33;42;36A;76;1;;11;FLOR;0,0%;3;;BACANO
2022;33;21;16B;88;1;;6;VEGETATIVO;0,0%;8;;DESNA DARK
2022;33;37;41B;96;1;;7;DESBOTON;0,0%;4;;BACANO
2022;33;28;49B;140;1;;;VEGETATIVO;0,0%;1;;MAISY
2022;33;16;06B;136;1;;;VEGETATIVO;0,0%;9;;TOPSPIN
2022;33;11;49B;180;9;;;VEGETATIVO;0,0%;4;;TOPSPIN
2022;33;37;42B;96;1;;;VEGETATIVO;0,0%;6;;BACANO
2022;33;12;09A;192;4;;;VEGETATIVO;0,0%;6;;TOPSPIN
2022;33;12;14A;192;1;;;VEGETATIVO;0,0%;2;;TOPSPIN
2022;33;21;41A;88;1;;;VEGETATIVO;0,0%;3;;ALEMANI
2022;33;47;20B;126;4;;11;FLOR;0,0%;3;;BACANO
2022;33;27;09B;88;1;;9;FLOR;0,0%;5;;DESNA DARK
2022;33;16;07B;136;4;;7;DESBOTON;0,0%;3, 4;;TOPSPIN
2022;33;16;07B;136;2;;7;DESBOTON;0,0%;3,4;;TOPSPIN
2022;33;47;20B;126;2;;;VEGETATIVO;0,0%;3, 4;;BACANO
2022;33;49;01A;84;1;;9;FLOR;0,0%;6;;MARK TWAIN
2022;33;21;40A;88;1;;6;VEGETATIVO;0,0%;3;;ALEMANI
2022;33;16;09B;136;2;;8;FLOR;0,0%;3, 4;;TOPSPIN
2022;33;49;01A;84;1;;;VEGETATIVO;0,0%;3;;MARK TWAIN
2022;33;41;01B;80;1;;12;FLOR;0,0%;2;;MARK TWAIN
2022;34;37;41B;96;2;;;VEGETATIVO;0,0%;5, 6;;BACANO
2022;34;16;07B;136;1;;;VEGETATIVO;0,0%;7;;TOPSPIN
2022;34;16;08B;136;1;;;VEGETATIVO;0,0%;5;;TOPSPIN
2022;34;16;09B;136;1;;;VEGETATIVO;0,0%;5;;TOPSPIN
2022;34;16;06B;136;1;;;VEGETATIVO;0,0%;6;;TOPSPIN
2022;34;48;19A;171;1;;;VEGETATIVO;0,0%;5;;MONTES
2022;34;49;01A;84;1;;;VEGETATIVO;0,0%;6;;MARK TWAIN
2022;34;41;01B;80;1;;;VEGETATIVO;0,0%;6;;MARK TWAIN
2022;34;11;49B;180;1;;;VEGETATIVO;0,0%;3;;TOPSPIN
2022;34;27;32A;88;1;;;VEGETATIVO;0,0%;5;;DESNA DARK
2022;34;16;05B;136;1;;8;FLOR;0,0%;1;;TOPSPIN
2022;34;16;08B;136;1;;;VEGETATIVO;0,0%;1;;TOPSPIN
2022;34;37;48A;96;1;;8;FLOR;0,0%;2;;VERONICA
2022;34;37;48A;96;2;;;VEGETATIVO;0,0%;7;;VERONICA
2022;34;37;47A;96;1;;8;FLOR;0,0%;6;;VERONICA
2022;34;41;02B;80;3;;12;FLOR;0,0%;4, 5, 7;;MARK TWAIN
2022;34;37;18A;96;2;;9;FLOR;0,0%;6,4;;MAISY
2022;34;37;15A;96;1;;9;FLOR;0,0%;1;;SHORTCAKE
2022;34;37;18A;96;2;;;VEGETATIVO;0,0%;1, 6;;MAISY
2022;34;14;85A;212;19;;5;VEGETATIVO;0,0%;;;TOPSPIN
2022;34;28;49B;140;1;;;VEGETATIVO;0,0%;2;;MAISY
2022;34;37;15A;96;6;;;VEGETATIVO;0,0%;5, 6, 7, 8;;SHORTCAKE
2022;35;49;01A;84;1;;;VEGETATIVO;0,0%;6;;MARK TWAIN
2022;35;37;01A;96;1;;10;FLOR;0,0%;1;;MARK TWAIN
2022;35;41;20B;80;6;;1;VEGETATIVO;0,0%;;;CHAMPAGNE YELLOW
2022;35;12;12A;192;1;;8;FLOR;0,0%;5;;TOPSPIN
2022;35;19;19A;96;1;;3;VEGETATIVO;0,0%;5;;TOPSPIN
2022;35;37;01A;96;7;;;VEGETATIVO;0,0%;5;;MARK TWAIN
2022;35;37;18A;96;5;;;VEGETATIVO;0,0%;3, 6, 7, 8;;MAISY
2022;35;37;48A;96;3;;;VEGETATIVO;0,0%;5, 8;;VERONICA
2022;35;16;17B;136;1;;;VEGETATIVO;0,0%;3;;TOPSPIN
2022;35;37;34B;96;1;;10;FLOR;0,0%;1;;CHAMPAGNE YELLOW
2022;35;48;73A;171;1;;9;FLOR;0,0%;5;;BACANO
2022;35;2;20B;104;1;;2;VEGETATIVO;0,0%;2;;TOPSPIN
2022;35;1;03A;96;2;;2;VEGETATIVO;0,0%;2;;TOPSPIN
2022;35;37;47A;96;5;;;VEGETATIVO;0,0%;4, 5, 6;;VERONICA
2022;35;37;34B;96;2;;;VEGETATIVO;0,0%;4;;CHAMPAGNE YELLOW
2022;35;16;07B;136;4;;;VEGETATIVO;0,0%;5;;TOPSPIN
2022;35;37;41B;96;1;;;VEGETATIVO;0,0%;7;;BACANO
2022;35;16;05B;136;1;;;VEGETATIVO;0,0%;2;;TOPSPIN
2022;35;45;30B;88;126;;4;VEGETATIVO;0,0%;1, 2, 3, 4, 5;;TESTAROSSA
2022;35;10;05A;172;1;;9;FLOR;0,0%;6;;TOPSPIN
2022;35;37;42B;96;1;;;VEGETATIVO;0,0%;3;;BACANO
2022;35;14;85A;212;1;;;VEGETATIVO;0,0%;4;;TOPSPIN
2022;35;48;73A;171;12;;;VEGETATIVO;0,0%;4;;BACANO
2022;35;29;10B;96;10;;6;VEGETATIVO;0,0%;1,2,3,5;;CHISPA
2022;35;45;29B;88;1;;5;VEGETATIVO;0,0%;5;;ALMA
2022;35;16;18B;136;1;;;VEGETATIVO;0,0%;6;;TOPSPIN
2022;36;27;09B;88;1;;;VEGETATIVO;0,0%;8;;DESNA DARK
2022;36;37;43B;96;1;;;VEGETATIVO;0,0%;1;;SHORTCAKE
2022;36;12;12A;192;1;;;VEGETATIVO;0,0%;6;;TOPSPIN
2022;36;37;41B;96;1;;;VEGETATIVO;0,0%;2;;BACANO
2022;36;16;47A;136;1;;9;FLOR;0,0%;4;;TOPSPIN
2022;36;26;27A;96;1;;;VEGETATIVO;0,0%;6;;ALEMANI
2022;36;23;48B;96;1;;7;DESBOTON;0,0%;3;;CARIBBEAN SUNSET
2022;36;37;43B;96;2;;;VEGETATIVO;0,0%;1;;SHORTCAKE
2022;36;48;73A;171;2;;;VEGETATIVO;0,0%;5;;BACANO
2022;36;28;30B;140;1;;9;FLOR;0,0%;7;;MONTES
2022;36;37;41B;96;1;;;VEGETATIVO;0,0%;;;BACANO
2022;36;28;27B;140;1;;;VEGETATIVO;0,0%;3;;MONTES
2022;36;37;42B;96;2;;;VEGETATIVO;0,0%;;;BACANO
2022;36;28;32B;140;4;;9;FLOR;0,0%;6;;KANATA
2022;36;26;10A;96;1;;;VEGETATIVO;0,0%;5;;ANASTASIA DARK GREEN
2022;36;49;15A;84;0;;;VEGETATIVO;0,0%;;;VERONICA
2022;37;22;36B;128;76;;;VEGETATIVO;0,0%;5, 6;;RIBBON
2022;37;28;31B;140;2;;;VEGETATIVO;0,0%;4, 6;;TEQUILA
2022;37;28;32B;140;1;;;VEGETATIVO;0,0%;;;KANATA
2022;37;29;46A;96;1;;7;DESBOTON;0,0%;5;;CARIBBEAN SUNSET
2022;37;37;42B;96;3;;;VEGETATIVO;0,0%;;;BACANO
2022;37;22;36B;128;1;;7;DESBOTON;0,0%;3;;RIBBON
2022;37;29;10B;96;9;;;VEGETATIVO;0,0%;1, 5, 6;;RIBBON
2022;37;37;41B;96;9;;;VEGETATIVO;0,0%;5;;BACANO
2022;37;28;30B;140;5;;;VEGETATIVO;0,0%;2, 5, 7;;MONTES
2022;37;28;29B;140;1;;;VEGETATIVO;0,0%;3;;VERONICA
2022;37;37;42B;96;4;;;VEGETATIVO;0,0%;4;;BACANO
2022;37;37;42B;96;3;;;VEGETATIVO;0,0%;6;;BACANO
2022;37;28;27B;140;1;;;VEGETATIVO;0,0%;6;;MONTES
2022;37;22;36B;128;1;;;VEGETATIVO;0,0%;3;;RIBBON
2022;37;28;31B;140;1;;;VEGETATIVO;0,0%;1;;TEQUILA
2022;37;28;27B;140;1;;;VEGETATIVO;0,0%;8;;MONTES
2022;37;16;30A;136;1;;9;FLOR;0,0%;5;;TOPSPIN
2022;37;24;38A;96;3;;;VEGETATIVO;0,0%;1, 2;;BACANO
2022;37;22;36B;128;2;;;VEGETATIVO;0,0%;1, 6;;RIBBON
2022;37;29;46A;96;1;;;VEGETATIVO;0,0%;3;;CARIBBEAN SUNSET
2022;38;29;46A;96;1;;;VEGETATIVO;0,0%;4;;CARIBBEAN SUNSET
2022;38;28;47A;140;1;;;VEGETATIVO;0,0%;;;BRAZUCA
2022;38;28;55A;140;1;;;VEGETATIVO;0,0%;2;;CHAMPAGNE YELLOW
2022;38;30;34A;96;1;;;VEGETATIVO;0,0%;1;;PAINTER
2022;38;26;10A;96;1;;;VEGETATIVO;0,0%;6;;ANASTASIA DARK GREEN
2022;38;28;49B;140;1;;;VEGETATIVO;0,0%;6;;MAISY
2022;38;30;25A;96;200;;8;FLOR;0,0%;1, 2, 3, 4;;TESTAROSSA
